"route","http_method","controller_action","controller_file","service_files","tables","access","auth_scope"
"/api/v1/osad/awards/(:segment)/potential-candidates","GET","Api\AwardEvaluationController::listPotentialCandidates/$1","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/evaluated-results","GET","Api\AwardEvaluationController::listEvaluatedResults/$1","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/score","POST","Api\AwardEvaluationController::scoreStudentAward/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/scoring-basis","GET","Api\AwardEvaluationController::studentScoringBasis/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/basis","GET","Api\AwardEvaluationController::scoringBasis/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/awards/(:segment)/students/(:segment)/eligibility","GET","Api\AwardEvaluationController::studentAwardEligibility/$1/$2","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/awards/campus-journalism/students/(:segment)/score","GET","Api\AwardEvaluationController::campusJournalismScore/$1","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/awards/campus-journalism/candidates","GET","Api\AwardEvaluationController::campusJournalismCandidates","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)/moderator","POST","Api\OrganizationController::assignModerator/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)/moderator","DELETE","Api\OrganizationController::removeModerator/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)/programs","POST","Api\OrganizationController::addPrograms/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)/programs/(:segment)","DELETE","Api\OrganizationController::removeProgram/$1/$2","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)","PATCH","Api\OrganizationController::update/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/osad/organizations/(:segment)","DELETE","Api\OrganizationController::delete/$1","backend/app/Controllers/Api/OrganizationController.php","AuthenticatedActorService;AuthorizationService;OrganizationService","academic_programs;colleges;organization_moderator_assignments;organization_program_affiliations;organizations;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/dean/nominations","POST","Api\AwardEvaluationController::createDeanNomination","backend/app/Controllers/Api/AwardEvaluationController.php","AuthorizationService;AwardEligibilityService;AwardEvaluationService;AwardEvidenceMappingService;AwardPotentialCandidateService;AwardReviewService;AwardScoringService;CampusJournalismScoringService","academic_programs;award_criteria;award_criterion_components;award_cycles;award_definitions;award_evidence_mapping_rules;award_interview_eligibilities;award_portfolio_mappings;award_scoring_rules;colleges;dean_assignments;dean_student_nominations;portfolio_categories;profiles;student_award_criterion_scores;student_award_evaluations;student_award_score_evidence;student_portfolio_evidence;student_portfolio_records;student_program_enrollments","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/evidence/student/(:segment)","GET","Api\EvidenceController::studentMetadata/$1","backend/app/Controllers/Api/EvidenceController.php","AuthorizationService;LocalEvidenceStorageService","personnel_accomplishment_evidence;personnel_accomplishments;student_portfolio_evidence;student_portfolio_records","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/evidence/student/(:segment)/download","GET","Api\EvidenceController::studentDownload/$1","backend/app/Controllers/Api/EvidenceController.php","AuthorizationService;LocalEvidenceStorageService","personnel_accomplishment_evidence;personnel_accomplishments;student_portfolio_evidence;student_portfolio_records","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/evidence/personnel/(:segment)","GET","Api\EvidenceController::personnelMetadata/$1","backend/app/Controllers/Api/EvidenceController.php","AuthorizationService;LocalEvidenceStorageService","personnel_accomplishment_evidence;personnel_accomplishments;student_portfolio_evidence;student_portfolio_records","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/evidence/personnel/(:segment)/preview","GET","Api\EvidenceController::personnelPreview/$1","backend/app/Controllers/Api/EvidenceController.php","AuthorizationService;LocalEvidenceStorageService","personnel_accomplishment_evidence;personnel_accomplishments;student_portfolio_evidence;student_portfolio_records","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/evidence/personnel/(:segment)/download","GET","Api\EvidenceController::personnelDownload/$1","backend/app/Controllers/Api/EvidenceController.php","AuthorizationService;LocalEvidenceStorageService","personnel_accomplishment_evidence;personnel_accomplishments;student_portfolio_evidence;student_portfolio_records","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks","GET","Api\FacultyRankCatalogController::listRanks","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/hierarchy","GET","Api\FacultyRankCatalogController::getHierarchy","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/validate-transition","POST","Api\FacultyRankCatalogController::validateTransition","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/resolve-initial","POST","Api\FacultyInitialRankController::resolveInitial","backend/app/Controllers/Api/FacultyInitialRankController.php","AuthenticatedActorService;FacultyInitialRankService","personnel_profiles;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/reconcile-current","POST","Api\FacultyInitialRankController::reconcileCurrent","backend/app/Controllers/Api/FacultyInitialRankController.php","AuthenticatedActorService;FacultyInitialRankService","personnel_profiles;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/reconcile/(:segment)","GET","Api\FacultyInitialRankController::reconcilePersonnel/$1","backend/app/Controllers/Api/FacultyInitialRankController.php","AuthenticatedActorService;FacultyInitialRankService","personnel_profiles;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/personnel/(:segment)/rank-resolution","GET","Api\FacultyInitialRankController::reconcilePersonnel/$1","backend/app/Controllers/Api/FacultyInitialRankController.php","AuthenticatedActorService;FacultyInitialRankService","personnel_profiles;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/(:segment)/next","GET","Api\FacultyRankCatalogController::getNextRank/$1","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/(:segment)/transitions","GET","Api\FacultyRankCatalogController::getTransitions/$1","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/(:segment)","GET","Api\FacultyRankCatalogController::getRank/$1","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks","POST","Api\FacultyRankCatalogController::mutate","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/(:segment)","PUT","Api\FacultyRankCatalogController::mutate","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-ranks/(:segment)","DELETE","Api\FacultyRankCatalogController::mutate","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/faculty-ranks","GET","Api\FacultyRankCatalogController::listRanks","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/hr/faculty-ranks/hierarchy","GET","Api\FacultyRankCatalogController::getHierarchy","backend/app/Controllers/Api/FacultyRankCatalogController.php","AuthenticatedActorService;FacultyRankCatalogService;FacultyRankProgressionService","faculty_rank_catalog;faculty_rank_transitions;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-titles/part-time","GET","Api\PartTimeFacultyTitleController::listTitles","backend/app/Controllers/Api/PartTimeFacultyTitleController.php","AuthenticatedActorService;PartTimeFacultyTitleService","faculty_rank_catalog;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-titles/part-time/resolve","POST","Api\PartTimeFacultyTitleController::resolveTitle","backend/app/Controllers/Api/PartTimeFacultyTitleController.php","AuthenticatedActorService;PartTimeFacultyTitleService","faculty_rank_catalog;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-titles/part-time/(:segment)","GET","Api\PartTimeFacultyTitleController::getTitle/$1","backend/app/Controllers/Api/PartTimeFacultyTitleController.php","AuthenticatedActorService;PartTimeFacultyTitleService","faculty_rank_catalog;profiles","READ","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-titles/part-time","POST","Api\PartTimeFacultyTitleController::mutate","backend/app/Controllers/Api/PartTimeFacultyTitleController.php","AuthenticatedActorService;PartTimeFacultyTitleService","faculty_rank_catalog;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-titles/part-time/(:segment)","PUT","Api\PartTimeFacultyTitleController::mutate","backend/app/Controllers/Api/PartTimeFacultyTitleController.php","AuthenticatedActorService;PartTimeFacultyTitleService","faculty_rank_catalog;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
"/api/v1/faculty-titles/part-time/(:segment)","DELETE","Api\PartTimeFacultyTitleController::mutate","backend/app/Controllers/Api/PartTimeFacultyTitleController.php","AuthenticatedActorService;PartTimeFacultyTitleService","faculty_rank_catalog;profiles","WRITE_OR_ACTION","Controller/filter enforced; inspect mapped action"
